timestamp,event,symbol,price,details
2025-07-01 10:15:00+05:30,Stop Loss Exit,ICICIBANK,1441.6000000000001,Hit SL at 1441.59999999
2025-07-01 00:00:00+05:30,Setup Detected,ICICIBANK,1429.6,80-20 setup for next day entry at 1429.6; threshold: 1428.6; TR: 18.0
2025-07-10 00:00:00+05:30,Setup Detected,ICICIBANK,1422.1,80-20 setup for next day entry at 1422.1; threshold: 1421.1; TR: 16.90000000000009
2025-07-11 10:00:00+05:30,Trigger Threshold Hit,ICICIBANK,1420.0,Price dropped below threshold 1421.1; day_low_so_far: 1420.0
2025-07-11 12:30:00+05:30,Entry Filled,ICICIBANK,1422.1000000000001,Long entry; SL: 1414.59999999; TP: 1433.3500000150002; risk: 7.500000010000122
2025-07-11 12:30:00+05:30,Trailing SL Update,ICICIBANK,1418.79999999,Updated from 1414.59999999 to 1418.79999999 on green bar
2025-07-11 12:45:00+05:30,Trailing SL Update,ICICIBANK,1419.99999999,Updated from 1418.79999999 to 1419.99999999 on green bar
2025-07-11 13:00:00+05:30,Stop Loss Exit,ICICIBANK,1420.0,Hit SL at 1419.99999999
2025-07-11 15:00:00+05:30,Entry Filled,ICICIBANK,1422.1000000000001,Long entry; SL: 1414.59999999; TP: 1433.3500000150002; risk: 7.500000010000122
2025-07-11 15:00:00+05:30,Trailing SL Update,ICICIBANK,1419.8999999900002,Updated from 1414.59999999 to 1419.8999999900002 on green bar
2025-07-11 15:15:00+05:30,Trailing SL Update,ICICIBANK,1420.49999999,Updated from 1419.8999999900002 to 1420.49999999 on green bar
2025-07-14 09:15:00+05:30,Stop Loss Exit,ICICIBANK,1420.5,Hit SL at 1420.49999999
2025-08-04 00:00:00+05:30,Setup Detected,ICICIBANK,1461.3,80-20 setup for next day entry at 1461.3; threshold: 1460.3; TR: 17.5
2025-08-05 09:15:00+05:30,Trigger Threshold Hit,ICICIBANK,1453.0,Price dropped below threshold 1460.3; day_low_so_far: 1453.0
2025-09-02 00:00:00+05:30,Setup Detected,ICICIBANK,1390.0,80-20 setup for next day entry at 1390.0; threshold: 1389.0; TR: 23.90000000000009
