id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id
0,0,8996.401889064467,1126,111.10000000000001,499.75012493750546,1128,110.9,498.8504847486248,-2797.8809874990466,-0.0027992799279927963,0,1,0
1,0,8987.409983128373,1128,110.9,498.35188356446827,1129,111.10000000000001,499.25062456270405,-2795.084504752834,-0.002804328223624797,1,1,1
2,0,8946.085323744503,1129,111.10000000000001,496.95503973393045,1131,111.2,497.4023440001944,-99.74885135974932,-0.00010036003600359847,0,1,2
3,0,8937.143709228016,1131,111.2,496.90519023307775,1132,111.10000000000001,496.4583330475371,-99.6491523578473,-0.00010026978417261652,1,1,3
4,0,8944.291459167182,1132,111.10000000000001,496.8553905566577,1138,111.2,497.3026051296953,-99.72884976963866,-0.00010036003600352446,0,1,4
5,0,8935.351637618789,1138,111.2,496.80555105160465,1139,111.10000000000001,496.3587834697022,-99.62917075949179,-0.00010026978417270443,1,1,5
6,0,8942.497954294691,1139,111.10000000000001,496.7557613610485,1143,111.0,496.30863646335536,-1887.3141932539288,-0.001899639963996434,0,1,6
7,0,8933.55992535487,1143,111.0,495.8125758571954,1144,111.10000000000001,496.25925385341833,-1885.4278222460923,-0.0019013513513512978,1,1,7
8,0,8908.556850899493,1144,111.10000000000001,494.87033306742234,1147,111.0,494.42490522492193,-1880.150923382292,-0.001899639963996353,0,1,8
9,0,8899.652746100996,1147,111.0,493.93072740860526,1148,111.10000000000001,494.37571004587977,-1878.271712064576,-0.0019013513513513117,1,1,9
10,0,8874.744570402056,1148,111.10000000000001,492.9920608858037,1150,110.4,489.88590028619353,-7195.199160453488,-0.007297479747974818,0,1,10
11,0,8865.874260986364,1150,110.4,489.3962592064472,1832,107.7,477.42732895411297,22971.03691650264,0.02346875000000002,1,1,11
12,0,9301.31917874492,1832,107.7,500.876037775411,1834,107.0,497.62057606285316,-7509.42003895973,-0.007496285979572906,0,1,12
13,0,9292.022507901596,1834,107.0,497.1232041727354,1847,107.7,500.37541205042,-7501.914371754324,-0.007545327102803708,1,1,13
14,0,9162.007827821364,1847,107.7,493.37412152810066,1853,108.5,497.038924659309,6339.193216069564,0.006424326833797548,0,1,14
15,0,9152.8503987081,1853,108.5,496.5421341299145,1984,108.10000000000001,494.7115640501608,2669.886461303109,0.002688479262672767,1,1,15
16,0,9211.404444449947,1984,108.10000000000001,497.87641022250756,1991,108.0,497.4158400002971,-1916.432694667879,-0.0019246068455134814,0,1,16
17,0,9202.197643406018,1991,108.0,496.918672743925,1992,108.10000000000001,497.3787826260965,-1914.5172197106904,-0.0019263888888889577,1,1,17
18,0,9175.9832104381,1992,108.10000000000001,495.9618925241806,1999,107.2,491.83270007948227,-9246.179481998057,-0.009321461609620827,0,1,18
19,0,9166.811812926417,1999,107.2,491.3411131728559,3353,127.03,0.0,-182269.21936350377,-0.18548134328358215,1,0,19
