id,col,idx,size,price,fees,side
0,0,501,4786.878591355663,208.8,499.75012493750546,0
1,0,502,9568.972696363144,208.5,997.5654035958578,1
2,0,503,9545.673723426216,208.8,996.5683367257006,0
3,0,508,9522.398037818562,210.4,1001.7562735785128,1
4,0,509,9585.776033838669,208.8,1000.7550179327372,0
5,0,512,9649.090683535916,211.5,1020.3913397839232,1
6,0,513,9764.09442897355,208.8,1019.371458384674,0
7,0,515,9878.983228138884,211.4,1044.2085272142801,1
8,0,516,9992.000388222295,208.8,1043.1648405303713,0
9,0,520,10104.904587625962,212.0,1071.119886288352,1
10,0,521,10249.5143840456,208.8,1070.0493016941473,0
11,0,525,10393.979642937582,219.4,1140.2195668302527,1
12,0,1086,9260.812334051167,246.0,1139.079917088151,0
13,0,1088,8128.777626173133,246.20000000000002,1000.6525257819128,1
14,0,1127,8358.29743588926,239.20000000000002,999.6523733322974,0
15,0,1135,8587.587840498225,239.0,1026.2167469395379,1
16,0,1136,8571.83146358316,239.20000000000002,1025.1910430444404,0
17,0,1145,8556.090835170759,237.9,1017.7470048435619,1
18,0,1148,8501.085003828688,239.20000000000002,1016.7297664578073,0
19,0,1150,8446.134150828788,238.5,1007.2014974863329,1
