strategy,symbol,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
strat80-20,SIRCA,2025-04-07 09:15:00+05:30,2025-10-21 14:30:00+05:30,34 days 22:30:00,1000000.0,868083.74495492,-13.191625504507998,102.86885245901645,100.0,24639.205457578897,16.850475676434833,17 days 09:00:00,26,25,1,-32259.60691450474,32.0,2.2960616438356363,-6.05362844702465,0.8010713774428654,-0.9761680472952478,0 days 08:26:15,0 days 17:35:17.647058823,0.37784396195771036,-3986.2659252229814,-2.715649576315612,-4.580835812143294,0.9376431668639815,-3.6256234140344903
strat80-20,VMART,2025-04-07 09:15:00+05:30,2025-10-21 14:30:00+05:30,34 days 22:30:00,1000000.0,1084566.748660949,8.456674866094906,12.154340836013567,100.0,112427.10446726697,24.760791454561517,11 days 14:15:00,91,90,1,-303124.4911283623,56.666666666666664,10.181381215469617,-4.186363636363619,1.0064834714339377,-0.44400929647012805,0 days 09:29:07.058823529,0 days 02:29:36.923076923,2.77849648746688,4307.680442103487,1.4316048566447332,5.392534008886129,1.0335619743190783,1.8140148738028603
