id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id
0,0,1295.8644494685109,1201,771.3000000000001,499.75012493750546,1202,780.8000000000001,505.90548107250663,11305.056663940879,0.011310709192272849,0,1,0
1,0,1294.569232627463,1202,780.8000000000001,505.39982841776157,1501,809.5,523.9768969058925,-38183.51370173173,-0.03777555071721293,1,1,1
2,0,1201.5259114879977,1501,809.5,486.31761267469915,1502,813.3000000000001,488.60051190659436,3590.8803390731778,0.0036919085855467854,0,1,2
3,0,1200.3249860392343,1502,813.3000000000001,488.11215557285465,1743,795.2,477.24921444919823,20760.52087728808,0.021266137956473617,1,1,3
4,0,1253.7405142732582,1743,795.2,498.4872284750461,1751,795.7,498.8006636036159,-370.4176349420172,-0.0003715417505030011,0,1,4
5,0,1252.4874003159634,1751,795.7,498.302112215706,1828,724.2,453.52568765433375,88601.0213227214,0.0889029156717357,1,1,5
6,0,1498.4271850078126,1828,724.2000000000002,542.5804836912373,1830,728.4000000000001,545.7271807798454,5205.086512561785,0.004796603148301708,0,1,6
7,0,1496.9295066619784,1830,728.4000000000001,545.1817263262926,1833,724.2,542.038174362152,5199.884027291965,0.0047689456342671155,1,1,7
8,0,1512.7875421667832,1833,724.1999999999999,547.7803690184401,1834,727.2,550.0495503318424,3440.532707150145,0.0031404308202156203,0,1,8
9,0,1511.2755106403797,1834,727.2,549.4997756688421,1835,724.2,547.2328624028321,3437.0938938496065,0.0031274752475249257,1,1,9
10,0,1522.2796569227153,1835,724.1999999999999,551.2174637716655,1836,728.4000000000001,554.414251051253,5287.942844252607,0.004796603148301729,0,1,10
11,0,1520.7581380252414,1836,728.4000000000001,553.8601138687931,2597,692.8000000000001,526.7906190119313,53058.3389808179,0.04789868204283364,1,1,11
12,0,1675.4504197558736,2597,692.8000000000001,580.3760254034212,2605,700.5,586.8265095194947,11733.76569719724,0.01010876154734406,0,1,12
13,0,1673.7758066426745,2605,700.5,586.2399762765967,3353,861.0,0.0,-269227.2569424258,-0.22962205567451813,1,0,13
