id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id
0,0,1313.403744908098,726,761.0,499.75012493750546,730,783.4000000000001,514.460246880502,28406.033514123563,0.028420236530880622,0,1,0
1,0,1312.0909975368759,730,783.4000000000001,513.9460437351944,731,761.0,499.2506245626801,28377.641676528256,0.027607607863160785,1,1,1
2,0,1387.983636553145,731,761.0,528.1277737083647,738,770.0,534.3737000729609,11429.351255196938,0.010820630749014517,0,1,2
3,0,1386.5963465615873,738,770.0,533.8395934262112,739,761.0,527.5999098665884,11417.92761576151,0.010694155844155954,1,1,3
4,0,1417.9913381832212,739,761.0000000000001,539.545704178618,745,772.2,547.4864556725418,14794.470827800926,0.013710118265440307,0,1,4
5,0,1416.574055486387,745,772.2,546.9392428232941,746,761.0,539.0064281124121,14779.683750511931,0.01351126651126675,1,1,5
6,0,1456.8341435588682,746,760.9999999999999,554.3253916239867,750,778.3000000000001,566.9270069659336,24081.97828497871,0.021721879106439235,0,1,6
7,0,1455.3780374683547,750,778.3000000000001,566.3603632808102,1251,835.5,607.9841751522458,-84421.96828162279,-0.07453025825517123,1,1,7
8,0,1254.7467961330863,1251,835.5,524.1704740844593,1259,841.5,527.9347144729961,6476.375588241106,0.006177737881508252,0,1,8
9,0,1253.4926763968215,1259,841.5000000000001,527.4070435939627,1260,835.5,523.6465655647373,6469.902449222309,0.006133689839572301,1,1,9
10,0,1270.2342983873014,1260,835.5,530.6403781512597,1262,842.8000000000001,535.2767333404089,8206.793266735855,0.00773291442250174,0,1,10
11,0,1268.9646988886634,1262,842.8000000000002,534.7417241116829,1263,835.5,530.1100029606215,8198.590574815014,0.0076659349786428,1,1,11
12,0,1289.8598941370633,1263,835.4999999999999,538.8389707756386,1267,845.3000000000001,545.1592842570299,11556.628707510798,0.01072363853979687,0,1,12
13,0,1288.57067885057,1267,845.3,544.6143974161935,1269,835.5,538.3004010897345,11545.077854229745,0.010599313853070079,1,1,13
14,0,1317.4962334320962,1269,835.4999999999999,550.384051516165,1273,841.5,554.3365402165546,6800.256808860042,0.006177737881508332,0,1,14
15,0,1316.1793956175716,1273,841.5,553.7824807060933,1937,798.0,525.1555788514539,56174.86564980695,0.050719251336898474,1,1,15
16,0,1458.285405596324,1937,798.0,581.8558768329807,1938,792.0,577.4810206161443,-9909.049331027105,-0.008515037593985034,0,1,16
17,0,1456.8278489690415,1938,792.0,576.9038281917404,1941,798.0,581.2743117385494,-9899.145233744453,-0.008579545454545295,1,1,17
18,0,1433.4755115899793,1941,797.9999999999999,571.9567291243052,1949,810.0,580.5575821939416,16049.191827761515,0.01403007518797002,0,1,18
19,0,1432.042752457955,1949,810.0000000000001,579.9773147454717,3353,757.0,0.0,75318.28856552632,0.06493209876543225,1,0,19
